OBJECTID,WI_UNIQUE_WELL_NO,COUNTY_NAME,STUDY_WELL_NO,PLSS_DTRS,PLSS_DESC,Shape__Area,Shape__Length
68,MK752,Richland,98,4100211,1110N02E,2570186.53968811,6410.53271705729
69,WY807,Richland,344,4100110,1010N01E,2438689.21618652,6308.24671331493
70,VF551,Richland,312,2100230,3010N02W,2707233.39215088,6597.53442184506
71,VJ233,Richland,320,4090120,2009N01E,2611426.83082581,6529.10576546287
72,AAG669,Richland,11,2090228,2809N02W,2607502.26087952,6438.86065809377
73,FQ009,Richland,31,4080212,1208N02E,2555841.23774719,6463.44017561356
74,OC875,Washington,136,4122024,2412N20E,2616816.49560547,6471.89935039471
75,TI954,Washington,240,4121822,2212N18E,2619513.01873779,6484.18794103656
76,MK107,Washington,97,4102002,0210N20E,2879055.67747498,6795.12904410474
77,CT162,Washington,22,4091804,0409N18E,2818025.87243652,6717.50549786769
78,VG545,Washington,314,4092014,1409N20E,2571820.54266357,6401.08668913657
79,TC297,Ozaukee,231,4122236,3612N22E,2573879.32380676,6412.97442903825
80,FT634,Ozaukee,32,4102114,1410N21E,2600281.86141968,6446.59386441748
81,LT181,Ozaukee,86,4092123,2309N21E,2615346.5738678,6470.98389012574
82,SA689,Dodge,202,4131408,0813N14E,2613798.27986145,6473.6104135254
83,SQ498,Dodge,218,4131621,2113N16E,2596192.74005127,6458.72173185026
84,TX858,Dodge,263,4121435,3512N14E,2609766.04386902,6468.54889840185
85,FW370,Dodge,34,4111313,1311N13E,2610046.93414307,6441.12950170169
86,DA173,Dodge,23,4111329,2911N13E,2567527.36650085,6413.54106850525
87,UA938,Dodge,267,4101611,1110N16E,2617959.57826233,6486.51775911386
88,YY471,Dodge,415,4091730,3009N17E,2432984.98760986,6258.19718421575
89,UO652,Sauk,280,4130502,0213N05E,2519761.72743225,6339.01100471014
90,TL801,Sauk,246,4130312,1213N03E,2538818.60635376,6374.86263615076
91,SZ078,Sauk,228,4130213,1313N02E,2565882.63092041,6384.18409222007
92,OC421,Sauk,135,4130224,2413N02E,2523231.03285217,6379.29108560161
93,ME721,Sauk,95,4120403,0312N04E,2706901.0075531,6584.52091082056
94,ME744,Sauk,96,4120607,0712N06E,2485197.36906433,6306.94582021984
95,BA569,Sauk,19,4100610,1010N06E,2567159.96058655,6398.97308974626
96,WJ441,Sauk,323,4100511,1110N05E,2565240.50979614,6388.61776658308
97,VH907,Columbia,318,4121212,1212N12E,2603353.72109985,6449.64458582144
98,KK372,Columbia,60,4120915,1512N09E,2599661.73168945,6443.6513950458
99,SA312,Columbia,201,4121029,2912N10E,2583704.07815552,6431.01027607812
100,KX554,Columbia,71,4111016,1611N10E,2582541.70585632,6425.4062182088
101,ZX905,Columbia,443,4110822,2211N08E,2634441.96989441,6496.36664816643
102,UZ048,Vernon,303,2140202,0214N02W,2613048.69059753,6484.36596726525
103,ZT624,Vernon,437,4140127,2714N01E,2591229.61271667,6436.10767562475
104,SJ746,Vernon,211,2130416,1613N04W,2559876.33650208,6403.58066346269
105,UW614,Vernon,298,2120504,0412N05W,2443924.69691467,6286.31976143244
106,UP994,Vernon,282,2120620,2012N06W,2587803.00622559,6433.91073874405
107,UK011,Sheboygan,273,4162205,0516N22E,2623650.56632996,6480.44206141894
108,RW947,Sheboygan,195,4152116,1615N21E,2578887.88569641,6425.8272761367
109,RJ953,Sheboygan,179,4142018,1814N20E,2651116.95759583,6515.58124859571
110,NO155,Sheboygan,123,4142230,3014N22E,2637609.23519897,6493.22762977736
111,NU708,Fond du Lac,131,4161828,2816N18E,2590688.36392212,6424.9912736645
112,SL875,Fond du Lac,213,4151501,0115N15E,2712476.2633667,6584.49954279201
113,QJ105,Fond du Lac,151,4151909,0915N19E,2649614.34529114,6516.01454186462
114,LL046,Fond du Lac,84,4151412,1215N14E,2591032.25302124,6435.97831070879
115,KM693,Fond du Lac,64,4141517,1714N15E,2560851.90161133,6421.08110977169
116,RZ953,Fond du Lac,199,4141919,1914N19E,2572003.63168335,6421.25508712313
117,TH578,Marquette,239,4171108,0817N11E,2600906.8870697,6477.43304780964
118,YU821,Marquette,410,4151006,0615N10E,2529136.25468445,6385.97203884107
119,YG249,Marquette,396,4140815,1514N08E,2609978.65937805,6477.15590459884
120,AAK192,Green Lake,15,4171325,2517N13E,2645124.96192932,6508.66185473297
121,OH620,Green Lake,139,4151305,0515N13E,2743835.94567871,6662.49743314485
122,UC309,Green Lake,269,4141127,2714N11E,2551200.08172607,6409.51973270025
123,ZB593,Green Lake,421,4141128,2814N11E,2571778.12406921,6418.40736511415
124,KL188,La Crosse,61,2180719,1918N07W,2584553.72602844,6409.2537369002
125,IA165,La Crosse,46,2170802,0217N08W,2545140.36427307,6362.17920825621
126,WW068,La Crosse,341,2150710,1015N07W,2580917.74113464,6431.32115138233
127,IB187,La Crosse,48,2150734,3415N07W,2582068.78138733,6431.27079881157
128,RE006,Monroe,171,2190303,0319N03W,2677584.2840271,6543.95737192934
129,WV722,Monroe,340,2180223,2318N02W,2570909.87371826,6417.88728353241
130,SF927,Monroe,206,4180125,2518N01E,2551087.20648193,6377.13022207074
131,QD111,Monroe,150,4180132,3218N01E,2642191.29734802,6482.19345819124
132,OL949,Monroe,143,2170410,1017N04W,2596789.50109863,6441.31886475159
133,QJ249,Monroe,152,2170420,2017N04W,2549629.13195801,6373.97404898443
134,XC043,Monroe,347,2160405,0516N04W,2615920.22155762,6471.11473661985
135,YY357,Monroe,414,2160223,2316N02W,2594803.32554626,6451.4688443187
136,ZU432,Monroe,439,2150426,2615N04W,2575794.16891479,6421.28791799275
137,UW037,Waushara,295,4200835,3520N08E,2586027.59661865,6523.19751310546
138,WS368,Waushara,335,4191116,1619N11E,2569261.94206238,6411.5785058858
139,SH207,Waushara,208,4191230,3019N12E,2774078.8899231,6666.90705494921
140,UA107,Waushara,265,4181116,1618N11E,2603809.07548523,6437.083309415
141,XV936,Juneau,382,4190326,2619N03E,2597761.97283936,6442.74089450138
142,OL829,Juneau,142,4170404,0417N04E,2644138.01696777,6509.9619714224
143,XS548,Juneau,372,4160333,3316N03E,2541890.10588074,6407.88542413913
144,HZ269,Juneau,44,4150311,1115N03E,2583272.87440491,6442.71561118684
145,LV665,Juneau,88,4150527,2715N05E,2625037.27571106,6477.58420457514
146,LU483,Adams,87,4200512,1220N05E,2601922.91671753,6434.38978918206
147,OQ506,Adams,146,4200522,2220N05E,2605899.03120422,6456.89386430104
148,QY178,Adams,165,4180619,1918N06E,2557919.19070435,6401.89518144236
149,OQ432,Adams,145,4170713,1317N07E,2575634.12512207,6445.35717872543
150,QX335,Adams,162,4150710,1015N07E,2544696.509552,6380.93593639245
151,HL078,Winnebago,41,4201520,2020N15E,2564904.31762695,6432.98377790502
152,FK650,Winnebago,29,4201524,2420N15E,2591804.86192322,6434.9403013952
153,RN087,Winnebago,182,4191709,0919N17E,2590200.54496765,6416.16607657858
154,LY074,Winnebago,91,4181620,2018N16E,2645519.78608704,6511.83144501367
155,IG724,Winnebago,56,4171733,3317N17E,2621776.3611145,6499.40931891254
156,UN505,Calumet,278,4202014,1420N20E,2592387.49411011,6450.65664839198
157,LV891,Calumet,89,4191916,1619N19E,2995441.22320557,6951.37955428569
158,IG716,Calumet,55,4172033,3317N20E,2604563.61322021,6455.28799347755
159,KV346,Manitowoc,70,4212406,0621N24E,2639080.76776123,6501.26998513817
160,OP862,Manitowoc,144,4202219,1920N22E,2724011.425354,6599.97228375071
161,AAG244,Manitowoc,10,4192409,0919N24E,2555620.21856689,6407.61395523211
162,MS254,Manitowoc,108,4192128,2819N21E,2607852.85205078,6455.02166054372
163,MR089,Outagamie,106,4241722,2224N17E,2529429.76019287,6425.12734935231
164,MP386,Outagamie,103,4221504,0422N15E,2270206.4569397,6005.14075008082
165,NQ138,Outagamie,125,4221712,1222N17E,2615871.49606323,6459.65806116935
166,LW726,Outagamie,90,4221917,1722N19E,2599939.34280396,6451.44303943057
167,ID876,Outagamie,53,4221726,2622N17E,2605579.28387451,6452.69915316379
168,RX334,Outagamie,196,4211515,1521N15E,2622707.61390686,6486.24829569494
169,SU080,Jackson,222,2230426,2623N04W,2586540.70571899,6443.04237512525
170,AAF376,Jackson,7,4220119,1922N01E,2606987.82929993,6459.82902548897
171,LE824,Jackson,78,2220527,2722N05W,2647820.40844727,6549.67790801567
172,AAD971,Jackson,3,2220327,2722N03W,2680057.86839294,6546.20058727715
173,ZZ580,Jackson,449,2210622,2221N06W,2569914.69625854,6414.90585687235
174,QX546,Jackson,163,2200425,2520N04W,2592869.37443542,6442.40184102933
175,YG718,Trempealeau,397,2240736,3624N07W,2592176.14561462,6447.938207245
176,WH081,Trempealeau,321,2230903,0323N09W,2729241.71609497,6591.14531370814
177,XK721,Trempealeau,360,2220830,3022N08W,2592047.26344299,6444.85905531691
178,SH737,Trempealeau,209,2200911,1120N09W,2542297.59767151,6387.57566929625
179,XF123,Trempealeau,352,2200724,2420N07W,2585738.18241882,6431.30049511155
180,RE071,Buffalo,172,2241331,3124N13W,2604916.71520996,6453.80285974384
181,UO328,Buffalo,279,2231107,0723N11W,2668163.73623657,6525.46703129222
182,KK291,Buffalo,59,2231425,2523N14W,2557981.50653076,6394.08465474346
183,XY934,Buffalo,387,2221128,2822N11W,2577729.30664063,6411.72657412068
184,XV450,Buffalo,381,2201207,0720N12W,2422852.24206543,6236.38114865772
185,XF582,Buffalo,354,2201111,1120N11W,2547358.9221344,6365.74706471889
186,NC318,Buffalo,115,2191106,0619N11W,2874350.19421387,6883.26115881655
187,UB442,Wood,268,4250321,2125N03E,2561956.29832458,6410.824831151
